x,y,player,team,cluters
5.204241589027292,1.5613711384560673,Brandon Rush,UTA,4
-23.259253007157298,-12.130058861478133,Andrew Bogut,GSW,3
-6.597919132961047,9.60750940323166,Marvin Williams,UTA,6
19.836010521315078,-7.92917613440213,Chris Paul,LAC,1
22.78524299695546,-8.020811511706636,Raymond Felton,NYK,1
5.559396573593132,14.738363226799116,Martell Webster,WAS,2
-6.002503048780214,10.359979760226668,Channing Frye,PHX,6
24.483799543172395,-3.5230485101008138,Deron Williams,BKN,1
-18.06963520380377,-8.378698042592097,Andrew Bynum,CLE,3
-18.36372586312918,-8.874918905773681,Andrew Bynum,TOTAL,3
-3.041676534793675,2.344835082557223,Danny Granger,IND,6
-4.41787930754825,4.174535094272034,Danny Granger,TOTAL,6
8.245948453397405,12.535778352868961,Gerald Green,PHX,2
19.522993734117133,0.09912543587194889,Nate Robinson,DEN,4
23.067036893010087,-7.233685483019629,Jarrett Jack,CLE,1
2.7725059036722968,6.790817393969337,Francisco Garcia,HOU,6
-8.261756273119316,-9.673643907974924,Jason Maxiell,ORL,5
-6.920213900679234,-7.065670167881836,Ian Mahinmi,IND,5
-28.82550628189143,-7.5074603218656915,David Lee,GSW,0
-21.946718279607637,-5.982604590048181,Brandon Bass,BOS,0
5.90529822631366,8.198849487797002,CJ Miles,CLE,2
-21.36719809420013,-0.40756940089236093,Ersan Ilyasova,MIL,0
-13.418712389069889,-6.527419627632738,Ronny Turiaf,MIN,5
26.662450451162645,-9.825449753871348,Monta Ellis,DAL,1
23.867204556600058,0.2467447729361304,Louis Williams,ATL,1
-22.49856523758244,-9.126579126305764,Andray Blatche,BKN,3
-26.45191271897439,-14.695162239571477,Amir Johnson,TOR,3
-24.570812500551497,-4.617956180841295,Marcin Gortat,WAS,0
9.497344081017268,-0.8569882149513425,Ronnie Price,ORL,4
21.18489021454103,4.117580089756011,Jose Calderon,DAL,4
6.92771342419813,13.521862624346756,Alan Anderson,BKN,2
25.420435735830747,-13.363634399098114,Will Bynum,DET,1
-14.26818847079293,-7.002986471869193,Charles Hayes,TOR,5
-6.637332339430965,-12.157650045163342,Charles Hayes,TOTAL,5
10.318255146871772,1.9392621750802341,John Lucas III,UTA,4
-26.772394185815408,-6.858563396187957,Tim Duncan,SAS,0
6.317472329667296,16.27741510667862,Vince Carter,DAL,2
-0.6586305917383107,17.146245973849414,Dirk Nowitzki,DAL,2
1.990660027346127,17.74557587918871,Paul Pierce,BKN,2
-3.37714897735822,1.4318601758208231,Al Harrington,WAS,6
2.8355205738210154,3.1369889505313204,Rashard Lewis,MIA,6
-20.259865312851403,-12.17363033129958,Elton Brand,ATL,3
10.128424299957764,-5.19499888357054,Andre Miller,DEN,4
11.03760419604302,-4.205592697112435,Andre Miller,TOTAL,4
9.54623217426544,-1.904821081150789,Andre Miller,WAS,4
-24.97624918437917,0.27698310189754294,Shawn Marion,DAL,0
8.591528628580086,5.709136115065922,Jason Terry,BKN,2
-1.825400957928595,0.12887108571181813,Metta World Peace,NYK,6
-8.667529357006636,-4.078572766307456,Andrei Kirilenko,BKN,5
25.832930735969477,-0.8773008831298755,Manu Ginobili,SAS,1
-18.376990439696726,2.605881914169414,Andrea Bargnani,NYK,0
-24.257948077215715,2.136551540943082,LaMarcus Aldridge,POR,0
16.74397470623112,12.919677719793956,Randy Foye,DEN,2
15.034890315048624,-15.366592250980647,Rudy Gay,SAC,1
14.913858974186024,-14.70348059330985,Rudy Gay,TOTAL,1
9.88595928601178,7.936454320913591,JJ Redick,LAC,2
-0.23028047206606972,10.707574969328027,Thabo Sefolosha,OKC,6
-9.926406502841854,4.2815600782718155,Shawne Williams,LAL,6
21.550285015051855,-14.137662351904414,Rajon Rondo,BOS,1
23.549994634044573,-7.011491356768015,Kyle Lowry,TOR,1
19.06088119388479,-0.06717574578183183,Jordan Farmar,LAL,4
-15.072512949104116,-13.770547108909673,Joel Freeland,POR,3
-1.1642883156682644,1.6101986839122222,Steve Novak,TOR,6
-22.558175442749732,2.066364901573734,PJ Tucker,PHX,0
-28.04712395069278,-0.10072999169464378,Paul Millsap,ATL,0
29.196039451154647,-6.779405302401868,Jose Juan Barea,MIN,1
15.650465306665671,-11.26048024470175,Kevin Durant,OKC,1
-24.039692827513733,-1.176575556402268,Al Horford,ATL,0
25.67538325369828,-5.61139112425545,Mike Conley,MEM,1
3.175348215298979,17.47756523769236,Jeff Green,BOS,2
-0.01285833416115667,14.242438990968413,Corey Brewer,MIN,2
-12.106679132954342,-10.799130173214772,Brandan Wright,DAL,5
-29.939662999907892,-4.208470930167843,Joakim Noah,CHI,0
-17.8090816221167,1.4854198592606414,Spencer Hawes,CLE,0
-22.200529506861386,0.18953789521002484,Spencer Hawes,PHI,0
-21.73484633398979,0.9735698090717679,Spencer Hawes,TOTAL,0
-22.710879340037398,3.8492954208794137,Thaddeus Young,PHI,0
16.013599468475118,-14.050665197364943,Rodney Stuckey,DET,1
11.884335285558345,11.396573877614323,Nick Young,LAL,2
11.575728653135593,12.8350643812882,Marco Belinelli,SAS,2
-16.75533091855079,1.0026496671141605,Jason Smith,NOP,0
6.1642226849550354,13.170406740581877,Jared Dudley,LAC,2
1.4415620601235395,14.70658759396369,Wilson Chandler,DEN,2
19.745847508589605,-3.249378961349765,Aaron Brooks,DEN,1
15.623912258771554,3.7623255851827375,Aaron Brooks,HOU,4
21.27631326905029,0.04361525855121556,Aaron Brooks,TOTAL,1
14.835412791159749,12.918730784126414,Arron Afflalo,ORL,2
-18.92451931059033,-12.6919933988265,Tiago Splitter,SAS,3
-21.698177187093364,-2.564329464201971,Glen Davis,ORL,0
-20.094673300715886,-4.1459526156398745,Glen Davis,TOTAL,0
-4.259103220716057,13.802115804107476,Josh McRoberts,CHA,6
-24.29096783184547,-0.9682909749281086,Marc Gasol,MEM,0
-3.4141434718253327,-6.055136570911271,Aaron Gray,SAC,5
-2.4483089403080407,-6.2934870323732515,Aaron Gray,TOTAL,5
23.563136043426418,-13.846740362754456,Ramon Sessions,CHA,1
24.781126840754528,-12.737888853759157,Ramon Sessions,MIL,1
20.975492935540547,-13.685811640269845,Ramon Sessions,TOTAL,1
14.927554796867698,1.487928143338848,CJ Watson,IND,4
-1.2605189222996036,8.495954819950244,Anthony Tolliver,CHA,6
-1.1820944404622704,-0.9462098430598547,Michael Beasley,MIA,6
14.066975812719306,11.576588203545576,O.J. Mayo,MIL,2
24.485296788185707,-14.577783278446187,Russell Westbrook,OKC,1
-22.261819888370518,1.4876864318152578,Kevin Love,MIN,0
25.840826279109045,2.5349606541288807,Eric Gordon,NOP,1
24.768714660738077,-2.3631542738147315,D.J. Augustin,CHI,1
26.63825680013513,-2.742895642389193,D.J. Augustin,TOTAL,1
23.01803563966446,3.25361505988191,Jerryd Bayless,BOS,1
14.232434358114984,-3.23763911980736,Jerryd Bayless,MEM,4
23.281023425943726,1.9260242595643688,Jerryd Bayless,TOTAL,1
-22.420351693370993,-12.189856653391338,Jason Thompson,SAC,3
-4.509011854783039,1.0259766012758718,Anthony Randolph,DEN,6
-26.30460423680722,-13.436038096828476,Robin Lopez,POR,3
-10.900960131608564,-10.685176736154695,Marreese Speights,GSW,5
-22.61159600416161,-10.994134068523554,Roy Hibbert,IND,3
-26.617939396320004,-8.59334766694451,JJ Hickson,DEN,0
-18.07549311803136,-16.54971567041476,Alexis Ajinca,NOP,3
9.719959815011906,4.821127193712822,Courtney Lee,BOS,4
12.407107875137726,10.104297420768377,Courtney Lee,MEM,2
12.488769693492387,9.529457855632804,Courtney Lee,TOTAL,2
-20.671111429409937,-16.11359565224571,Kosta Koufos,MEM,3
-21.843788942444313,-4.751957126639484,Serge Ibaka,OKC,0
-2.869513182128301,13.945766576744816,Nicolas Batum,POR,6
19.84169441850817,-6.937826034890264,George Hill,IND,1
-9.231105637772748,3.7258754387957156,Darrell Arthur,DEN,6
-20.212148426414988,-11.230518705895276,Nikola Pekovic,MIN,3
21.264683465207913,-6.08515710015137,Mario Chalmers,MIA,1
-21.89937520420893,-7.377558507304069,DeAndre Jordan,LAC,0
-21.675171315166246,-10.158438147532927,Omer Asik,HOU,3
-9.86017949818042,-7.721652350575985,Luc Mbah a Moute,MIN,5
-10.303703985610165,-9.929036227032205,Luc Mbah a Moute,TOTAL,5
