PLAYER_ID,TEAM_ABBREVIATION,defense_address_PLAYER,defense_address_GP,defense_address_MIN,defense_address_BLK,defense_address_STL,defense_address_FGM_DEFEND_RIM,defense_address_FGA_DEFEND_RIM,defense_address_FGP_DEFEND_RIM,defense_address_BLK_TOT,drives_address_DVS,drives_address_DPP,drives_address_DTP,drives_address_FG_PCT,drives_address_PTS_48,drives_address_DPP_TOT,drives_address_DVS_TOT,shooting_address_PTS,shooting_address_PTS_CLOSE,shooting_address_FGP_CLOSE,shooting_address_PTS_CATCH_SHOOT,shooting_address_FGP_CATCH_SHOOT,shooting_address_PTS_PULL_UP,shooting_address_FGP_PULL_UP,shooting_address_FGA_DRIVE,shooting_address_FGA_CLOSE,shooting_address_FGA_CATCH_SHOOT,shooting_address_FGA_PULL_UP,shooting_address_EFG_PCT,shooting_address_CFGM,passing_address_PASS,passing_address_AST,passing_address_AST_FT,passing_address_AST_SEC,passing_address_AST_POT,passing_address_PTS_CRT,passing_address_PTS_CRT_48,passing_address_AST_TOT,speed_address_DIST,speed_address_AV_SPD,speed_address_DIST_PG,speed_address_DIST_48,speed_address_DIST_OFF,speed_address_DIST_DEF,pullup_address_FGM,pullup_address_FG3M,pullup_address_FG3A,pullup_address_FG3_PCT,pullup_address_EFG_PCT,pullup_address_PTS_TOT,rebounding_address_REB,rebounding_address_REB_CHANCE,rebounding_address_REB_COL_PCT,rebounding_address_REB_CONTESTED,rebounding_address_REB_UNCONTESTED,rebounding_address_REB_UNCONTESTED_PCT,rebounding_address_REB_TOT,rebounding_address_OREB,rebounding_address_OREB_CHANCE,rebounding_address_OREB_COL_PCT,rebounding_address_OREB_CONTESTED,rebounding_address_OREB_UNCONTESTED,rebounding_address_OREB_UNCONTESTED_PCT,rebounding_address_DREB,rebounding_address_DREB_CHANCE,rebounding_address_DREB_COL_PCT,rebounding_address_DREB_CONTESTED,rebounding_address_DREB_UNCONTESTED,rebounding_address_DREB_UNCONTESTED_PCT,touches_address_TCH,touches_address_FC_TCH,touches_address_TOP,touches_address_CL_TCH,touches_address_EL_TCH,touches_address_PTS_TCH,touches_address_PTS_HCCT,touches_address_TCH_TOT,catchshoot_address_FGM,catchshoot_address_FG3M,catchshoot_address_FG3A,catchshoot_address_FG3_PCT,catchshoot_address_EFG_PCT,catchshoot_address_PTS_TOT
201575,GSW,Brandon Rush,33.0,8.2,0.4,0.2,0.4,0.9,0.483,12.0,0.5,0.3,0.4,0.333,1.6,9.0,16.0,0.9,0.0,0.0,0.3,0.143,0.2,0.222,0.3,0.1,0.6,0.5,0.231,0.0,8.9,0.4,0.0,0.2,0.7,0.8,4.4,12.0,20.0,4.4,0.6,3.5,11.1,8.9,0.1,0.0,0.1,0.0,0.222,8.0,1.2,2.4,0.526,0.4,0.9,0.293,41.0,0.1,0.3,0.4,0.1,0.1,0.5,1.1,2.1,0.544,0.3,0.8,0.27,11.3,8.1,0.3,0.1,0.0,0.08,0.112,374.0,0.1,0.1,0.6,0.143,0.214,9.0
201577,POR,Robin Lopez,59.0,27.8,1.4,0.3,4.2,8.8,0.48,84.0,0.1,0.1,0.2,0.6,0.2,6.0,8.0,9.6,3.7,0.638,0.7,0.355,0.3,0.818,0.1,2.5,1.1,0.2,0.535,0.0,18.4,0.9,0.1,0.3,2.2,2.3,4.0,55.0,107.9,4.0,1.8,3.2,57.2,50.7,0.2,0.0,0.0,,0.818,18.0,6.7,12.5,0.535,3.4,3.2,0.515,394.0,3.2,6.1,0.526,2.4,0.8,0.737,3.5,6.4,0.544,1.1,2.4,0.309,28.5,17.1,0.7,3.9,4.1,0.336,0.563,1684.0,0.4,0.0,0.0,,0.355,44.0
201578,GSW,Marreese Speights,75.0,15.9,0.5,0.3,2.5,5.0,0.493,34.0,0.7,0.6,1.0,0.5,1.8,46.0,51.0,10.4,2.2,0.633,3.2,0.454,0.7,0.348,0.5,1.3,3.5,0.9,0.495,0.0,18.3,1.0,0.1,0.4,1.7,2.2,6.8,72.0,77.0,3.9,1.0,3.1,40.0,37.0,0.3,0.0,0.0,0.333,0.355,49.0,4.3,7.9,0.5489999999999999,2.2,2.1,0.506,324.0,1.5,2.5,0.5710000000000001,1.2,0.3,0.8170000000000001,2.9,5.3,0.539,1.0,1.9,0.349,29.4,19.1,0.6,2.0,3.5,0.354,0.547,2207.0,1.6,0.1,0.2,0.286,0.462,240.0
201579,IND,Roy Hibbert,76.0,25.3,1.6,0.2,3.2,7.6,0.426,125.0,0.2,0.1,0.2,0.25,0.1,4.0,13.0,10.6,4.4,0.496,1.9,0.445,0.6,0.333,0.1,3.5,2.2,0.8,0.446,0.0,25.9,1.1,0.1,0.4,2.2,2.6,4.9,84.0,124.8,3.9,1.6,3.1,67.0,57.8,0.3,0.0,0.0,,0.333,42.0,7.1,12.0,0.593,2.8,4.3,0.389,540.0,2.1,3.8,0.544,1.6,0.4,0.782,5.1,8.2,0.616,1.2,3.9,0.22899999999999998,39.0,23.0,1.1,5.9,3.3,0.271,0.458,2963.0,1.0,0.0,0.0,0.0,0.445,146.0
201580,DEN,JaVale McGee,17.0,11.5,1.1,0.1,1.7,3.2,0.537,19.0,0.1,0.0,0.1,0.0,0.0,0.0,1.0,5.2,2.9,0.606,0.1,0.167,0.0,,0.1,1.9,0.4,0.0,0.557,0.0,9.6,0.1,0.0,0.1,0.2,0.1,0.5,1.0,12.6,3.9,0.7,3.1,6.5,6.1,0.0,0.0,0.0,,,0.0,2.8,4.9,0.5710000000000001,1.4,1.5,0.479,48.0,0.8,1.6,0.5,0.8,0.1,0.929,2.0,3.3,0.607,0.6,1.4,0.294,14.8,6.0,0.2,2.8,0.8,0.351,0.863,251.0,0.1,0.0,0.0,,0.167,2.0
201580,PHI,JaVale McGee,6.0,10.3,0.2,0.0,2.0,2.8,0.706,1.0,0.2,0.3,0.3,1.0,1.6,2.0,1.0,3.0,1.7,0.625,0.0,0.0,0.0,0.0,0.2,1.3,0.5,0.7,0.444,0.0,10.3,0.3,0.0,0.0,0.7,0.7,3.1,2.0,4.0,3.9,0.7,3.1,2.2,1.8,0.0,0.0,0.0,,0.0,0.0,2.2,4.5,0.48100000000000004,1.3,0.8,0.615,13.0,0.7,1.3,0.5,0.5,0.2,0.75,1.5,3.2,0.474,0.8,0.7,0.556,15.7,8.0,0.4,1.7,0.7,0.191,0.375,94.0,0.0,0.0,0.0,,0.0,0.0
201580,TOTAL,JaVale McGee,23.0,11.1,0.9,0.1,1.8,3.1,0.577,20.0,0.1,0.1,0.2,0.5,0.4,2.0,2.0,4.6,2.6,0.61,0.1,0.111,0.0,0.0,0.1,1.8,0.4,0.2,0.532,0.0,9.8,0.1,0.0,0.1,0.3,0.3,1.1,3.0,16.6,3.9,0.7,3.1,8.6,7.9,0.0,0.0,0.0,,0.0,0.0,2.7,4.8,0.55,1.3,1.3,0.508,61.0,0.8,1.6,0.5,0.7,0.1,0.889,1.9,3.3,0.573,0.7,1.2,0.349,15.0,6.5,0.3,2.5,0.8,0.307,0.707,345.0,0.0,0.0,0.0,,0.111,2.0
201581,DEN,JJ Hickson,73.0,19.4,0.5,0.5,2.3,4.4,0.522,35.0,0.5,0.5,0.6,0.545,1.2,35.0,35.0,7.6,3.0,0.497,0.2,0.171,0.4,0.368,0.3,2.4,0.5,0.5,0.475,0.0,19.8,0.8,0.1,0.2,1.5,1.9,4.8,57.0,97.4,4.1,1.3,3.3,50.7,46.7,0.2,0.0,0.0,,0.368,28.0,6.2,9.9,0.625,2.2,4.0,0.361,452.0,2.1,3.7,0.5589999999999999,1.4,0.7,0.6779999999999999,4.1,6.2,0.665,0.8,3.3,0.20199999999999999,29.2,15.2,0.6,3.9,1.9,0.259,0.496,2130.0,0.1,0.0,0.0,0.0,0.171,12.0
201582,NOP,Alexis Ajinca,68.0,14.1,0.8,0.3,2.5,4.9,0.523,51.0,0.2,0.1,0.3,0.5,0.5,9.0,12.0,6.5,2.4,0.614,0.9,0.397,0.4,0.545,0.1,1.5,1.1,0.3,0.55,0.0,13.8,0.7,0.0,0.1,1.3,1.5,5.1,47.0,62.6,3.9,0.9,3.1,34.6,28.1,0.2,0.0,0.0,,0.545,24.0,4.6,7.6,0.609,2.2,2.5,0.47200000000000003,315.0,1.5,2.6,0.583,1.3,0.3,0.8190000000000001,3.1,5.0,0.622,0.9,2.2,0.299,21.0,11.6,0.6,2.7,2.9,0.31,0.562,1431.0,0.4,0.0,0.0,,0.397,58.0
201583,NOP,Ryan Anderson,61.0,27.5,0.3,0.5,2.8,5.1,0.554,20.0,1.4,1.3,1.6,0.481,2.2,77.0,87.0,13.7,1.1,0.542,5.5,0.365,1.9,0.302,0.9,0.8,5.2,2.9,0.483,0.0,27.0,0.9,0.1,0.2,1.9,2.1,3.6,55.0,109.8,3.9,1.8,3.1,62.2,47.6,0.9,0.2,0.7,0.222,0.33,118.0,4.8,8.9,0.5479999999999999,2.4,2.4,0.49700000000000005,295.0,1.8,3.3,0.54,1.4,0.4,0.7709999999999999,3.1,5.5,0.5529999999999999,1.0,2.0,0.337,42.5,26.8,1.1,1.5,2.1,0.321,0.51,2591.0,1.9,1.8,4.9,0.357,0.535,337.0
201584,MEM,Courtney Lee,77.0,30.6,0.2,1.0,0.7,1.2,0.584,12.0,1.9,1.2,2.0,0.4,1.9,95.0,148.0,10.1,0.2,0.389,4.1,0.42,2.4,0.448,1.1,0.2,3.6,2.6,0.518,0.0,29.8,2.0,0.3,0.6,3.8,4.6,7.3,151.0,165.0,4.2,2.1,3.4,90.8,74.2,1.2,0.0,0.1,0.333,0.456,185.0,2.3,3.6,0.638,0.4,2.0,0.152,178.0,0.3,0.5,0.512,0.1,0.2,0.381,2.0,3.1,0.66,0.2,1.8,0.121,40.7,33.9,1.4,0.5,1.6,0.248,0.297,3135.0,1.5,1.1,2.8,0.41,0.578,319.0
201585,MEM,Kosta Koufos,81.0,16.6,0.8,0.4,2.0,4.2,0.469,63.0,0.1,0.1,0.1,0.75,0.2,6.0,6.0,5.2,2.6,0.558,0.4,0.314,0.0,0.167,0.0,2.0,0.6,0.1,0.508,0.0,18.5,0.5,0.1,0.2,1.0,1.1,3.1,37.0,93.0,4.1,1.1,3.3,50.1,42.9,0.0,0.0,0.0,,0.167,2.0,5.3,8.9,0.595,2.2,3.1,0.419,426.0,1.5,3.0,0.51,1.0,0.5,0.672,3.8,5.9,0.637,1.2,2.6,0.318,24.8,12.3,0.5,3.3,2.0,0.209,0.421,2005.0,0.2,0.0,0.0,,0.314,32.0
201586,OKC,Serge Ibaka,64.0,33.1,2.4,0.5,3.8,9.3,0.408,155.0,0.9,0.7,0.9,0.5,1.0,44.0,56.0,14.3,2.0,0.613,6.8,0.418,0.6,0.37,0.5,1.5,6.8,0.8,0.525,0.0,41.9,0.9,0.1,0.3,1.8,2.2,3.1,55.0,140.5,4.0,2.2,3.2,75.2,65.2,0.3,0.0,0.1,0.167,0.38,41.0,7.8,13.8,0.5660000000000001,3.0,4.8,0.389,499.0,2.1,3.7,0.5770000000000001,1.6,0.5,0.77,5.7,10.1,0.563,1.4,4.3,0.247,57.4,29.2,1.2,2.3,2.4,0.25,0.49,3674.0,2.8,1.1,3.0,0.382,0.502,435.0
201587,POR,Nicolas Batum,71.0,33.5,0.6,1.1,1.2,2.5,0.497,40.0,1.6,1.1,2.1,0.442,1.6,77.0,116.0,9.4,0.3,0.667,3.7,0.324,2.2,0.366,0.7,0.2,4.1,2.5,0.483,0.0,49.0,4.8,0.4,0.9,8.7,11.1,15.9,341.0,172.4,4.3,2.4,3.5,96.6,75.8,0.9,0.4,0.8,0.433,0.44,154.0,5.9,8.9,0.6579999999999999,1.3,4.6,0.221,416.0,0.9,1.4,0.633,0.6,0.3,0.645,5.0,7.5,0.6629999999999999,0.7,4.3,0.147,61.9,45.1,2.1,0.7,2.0,0.151,0.208,4395.0,1.3,1.0,3.4,0.306,0.452,262.0
201588,IND,George Hill,43.0,29.4,0.3,1.0,1.0,2.0,0.536,14.0,5.7,4.0,7.1,0.531,6.5,172.0,247.0,16.1,0.8,0.762,3.3,0.393,4.4,0.412,3.0,0.5,2.8,4.7,0.541,0.0,54.3,5.1,0.5,1.7,10.4,11.9,19.4,220.0,86.6,4.1,2.0,3.3,47.8,38.8,2.0,0.5,1.8,0.303,0.468,191.0,4.2,6.5,0.637,0.7,3.5,0.168,179.0,0.6,1.3,0.446,0.2,0.3,0.4,3.6,5.2,0.684,0.5,3.1,0.13,73.8,63.9,6.2,0.8,1.1,0.218,0.252,3174.0,1.1,1.1,2.7,0.4,0.582,142.0
201589,DEN,Darrell Arthur,58.0,17.1,0.4,0.8,1.6,3.2,0.505,26.0,0.3,0.2,0.4,0.625,0.7,14.0,17.0,6.6,0.5,0.367,3.7,0.359,0.4,0.406,0.1,0.5,4.5,0.6,0.438,0.0,16.7,1.0,0.2,0.2,2.0,2.4,6.7,57.0,66.3,4.0,1.1,3.2,33.9,32.4,0.2,0.0,0.1,0.0,0.406,26.0,2.9,5.4,0.5479999999999999,1.2,1.8,0.392,171.0,0.9,1.6,0.564,0.6,0.3,0.623,2.0,3.8,0.541,0.6,1.4,0.28800000000000003,24.9,15.2,0.5,0.9,1.8,0.264,0.433,1447.0,1.6,0.4,1.8,0.236,0.406,213.0
201593,MIN,Nikola Pekovic,30.0,26.2,0.4,0.6,3.5,6.2,0.565,11.0,0.1,0.1,0.1,0.5,0.1,2.0,2.0,12.5,6.8,0.465,0.2,0.333,0.4,0.545,0.1,5.7,0.3,0.4,0.425,0.0,17.1,0.9,0.2,0.3,2.3,2.1,3.8,27.0,49.2,3.8,1.6,3.0,24.5,24.7,0.2,0.0,0.0,,0.545,12.0,7.4,12.3,0.6,3.6,3.8,0.48200000000000004,221.0,2.8,5.2,0.5479999999999999,2.2,0.6,0.779,4.5,7.1,0.638,1.3,3.2,0.294,31.2,20.7,0.9,8.5,1.8,0.401,0.605,935.0,0.1,0.0,0.0,,0.333,6.0
201595,HOU,Joey Dorsey,68.0,12.5,0.4,0.6,2.0,3.6,0.543,25.0,0.1,0.0,0.0,0.0,0.0,0.0,5.0,2.7,1.4,0.613,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.556,0.0,13.1,0.4,0.1,0.2,1.0,0.9,3.5,25.0,58.2,4.1,0.9,3.3,31.1,27.1,0.0,0.0,0.0,,0.0,0.0,4.1,7.6,0.534,1.8,2.2,0.449,276.0,1.5,3.3,0.45899999999999996,1.1,0.4,0.755,2.6,4.3,0.59,0.7,1.9,0.27,16.7,7.1,0.4,2.1,0.7,0.162,0.383,1136.0,0.0,0.0,0.0,0.0,0.0,0.0
201596,MIA,Mario Chalmers,79.0,29.7,0.1,1.5,0.9,1.5,0.574,10.0,7.5,3.6,8.1,0.432,5.8,282.0,592.0,10.2,0.2,0.4,2.5,0.364,1.2,0.305,3.0,0.2,2.4,1.8,0.462,0.0,48.7,3.8,0.5,0.7,8.0,9.1,14.7,301.0,157.2,4.0,2.0,3.2,88.5,68.7,0.5,0.1,0.8,0.104,0.33,93.0,2.6,4.4,0.5870000000000001,0.5,2.1,0.195,205.0,0.3,0.7,0.442,0.1,0.2,0.391,2.3,3.8,0.613,0.4,1.9,0.17,63.4,51.2,4.2,0.7,1.2,0.161,0.2,5009.0,0.9,0.8,2.1,0.379,0.535,200.0
201599,LAC,DeAndre Jordan,82.0,34.4,2.2,1.0,4.2,8.7,0.485,183.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,11.5,5.5,0.821,0.0,0.333,0.0,0.333,0.0,3.1,0.0,0.0,0.711,0.0,39.1,0.7,0.1,0.6,1.3,1.8,2.5,61.0,180.7,3.8,2.2,3.1,93.0,87.8,0.0,0.0,0.0,0.333,0.5,3.0,15.0,20.3,0.736,6.7,8.3,0.446,1226.0,4.8,6.8,0.711,3.9,0.9,0.812,10.1,13.5,0.748,2.7,7.4,0.27,49.2,18.2,0.9,4.6,2.0,0.234,0.633,4035.0,0.0,0.0,0.0,0.0,0.333,2.0
201600,NOP,Omer Asik,76.0,26.1,0.7,0.4,4.1,8.1,0.511,54.0,0.2,0.1,0.2,0.667,0.2,10.0,14.0,7.3,4.3,0.575,0.0,0.0,0.0,1.0,0.1,3.0,0.1,0.0,0.517,0.0,30.5,0.9,0.0,0.3,1.7,2.2,4.0,72.0,125.8,3.8,1.7,3.0,69.0,56.8,0.0,0.0,0.0,,1.0,2.0,9.8,16.2,0.609,4.5,5.4,0.45299999999999996,748.0,3.2,6.0,0.532,2.5,0.7,0.7829999999999999,6.6,10.1,0.655,1.9,4.7,0.294,39.6,16.0,0.9,4.6,1.8,0.185,0.458,3008.0,0.0,0.0,0.0,,0.0,0.0
201601,PHI,Luc Mbah a Moute,66.0,28.5,0.3,1.2,2.5,4.9,0.517,20.0,3.1,1.6,3.1,0.413,2.6,103.0,207.0,9.8,1.0,0.528,3.7,0.343,1.0,0.323,1.4,0.8,4.1,1.5,0.443,0.0,40.9,1.6,0.2,0.4,3.7,4.0,6.7,105.0,128.6,4.1,1.9,3.3,71.1,57.5,0.5,0.0,0.2,0.1,0.328,65.0,4.8,9.0,0.54,1.5,3.4,0.306,319.0,1.2,2.7,0.45799999999999996,0.7,0.5,0.585,3.6,6.3,0.575,0.8,2.8,0.21,54.1,33.7,1.4,1.7,2.3,0.181,0.291,3570.0,1.4,0.9,2.8,0.314,0.45,244.0
201604,LAC,Chris Douglas-Roberts,12.0,8.6,0.0,0.1,0.6,0.7,0.875,0.0,0.6,0.5,0.7,0.5,2.8,6.0,7.0,1.6,0.0,0.0,0.2,0.143,0.0,0.0,0.3,0.1,0.6,0.2,0.262,0.0,5.2,0.3,0.0,0.0,0.7,0.9,5.1,4.0,6.8,3.9,0.6,3.2,3.5,3.3,0.0,0.0,0.0,,0.0,0.0,1.0,1.1,0.9229999999999999,0.2,0.8,0.16699999999999998,12.0,0.1,0.2,0.5,0.0,0.1,0.0,0.9,0.9,1.0,0.2,0.8,0.182,7.4,5.3,0.3,0.1,0.1,0.213,0.297,89.0,0.1,0.1,0.6,0.143,0.214,3.0
201609,MIA,Goran Dragic,26.0,34.9,0.2,1.1,0.9,1.9,0.49,6.0,10.0,5.5,12.3,0.571,7.6,144.0,260.0,16.6,0.6,0.462,2.5,0.369,2.3,0.333,4.0,0.5,2.5,3.1,0.539,0.0,64.9,5.3,1.0,1.0,10.4,12.9,17.8,139.0,65.6,4.3,2.5,3.5,36.7,28.8,1.0,0.2,1.0,0.24,0.37,60.0,3.4,6.2,0.5489999999999999,0.8,2.7,0.225,89.0,1.2,2.0,0.588,0.4,0.8,0.33299999999999996,2.3,4.3,0.532,0.4,1.9,0.16899999999999998,84.9,73.3,6.3,1.1,1.7,0.196,0.227,2208.0,0.9,0.7,1.8,0.383,0.508,66.0
201609,PHX,Goran Dragic,52.0,33.4,0.2,1.0,1.2,2.2,0.536,9.0,7.3,3.6,8.8,0.53,5.2,188.0,379.0,16.2,0.9,0.679,2.9,0.397,3.1,0.353,2.9,0.5,2.6,3.9,0.549,0.0,43.7,4.1,0.3,0.8,8.6,9.6,13.7,211.0,128.2,4.4,2.5,3.5,68.1,60.1,1.4,0.4,1.2,0.344,0.405,163.0,3.6,6.8,0.527,1.0,2.6,0.27,185.0,1.0,2.4,0.415,0.4,0.5,0.451,2.6,4.4,0.588,0.5,2.1,0.201,62.5,53.8,3.9,1.0,1.9,0.259,0.301,3249.0,1.0,0.8,2.3,0.373,0.559,152.0
201609,TOTAL,Goran Dragic,78.0,33.9,0.2,1.0,1.1,2.1,0.522,15.0,8.2,4.3,9.9,0.547,6.0,332.0,639.0,16.3,0.8,0.61,2.8,0.388,2.9,0.348,3.3,0.5,2.6,3.6,0.546,0.0,50.7,4.5,0.5,0.9,9.2,10.7,15.1,350.0,193.8,4.4,2.5,3.5,104.8,88.9,1.3,0.3,1.1,0.314,0.395,223.0,3.5,6.6,0.534,0.9,2.6,0.255,274.0,1.0,2.2,0.466,0.4,0.6,0.40700000000000003,2.5,4.3,0.569,0.5,2.0,0.192,70.0,60.3,4.7,1.0,1.8,0.234,0.271,5457.0,1.0,0.8,2.1,0.376,0.542,218.0
201611,MIA,Henry Walker,24.0,26.2,0.4,1.0,2.3,4.0,0.577,9.0,1.8,0.5,1.5,0.2,0.9,12.0,44.0,7.3,0.0,0.0,5.2,0.362,0.6,0.316,0.8,0.1,4.8,0.8,0.479,0.0,34.0,1.2,0.1,0.2,3.0,2.8,5.0,29.0,41.4,3.9,1.7,3.2,23.0,18.4,0.2,0.1,0.5,0.273,0.395,15.0,3.4,6.7,0.513,1.0,2.5,0.28,82.0,0.3,0.7,0.41200000000000003,0.1,0.2,0.28600000000000003,3.1,6.0,0.524,0.9,2.2,0.28,43.0,25.1,0.9,0.2,1.1,0.17,0.29,1032.0,1.8,1.8,4.8,0.362,0.543,126.0
201627,OKC,Anthony Morrow,74.0,24.4,0.1,0.7,0.9,1.6,0.555,11.0,0.9,0.8,1.1,0.5,1.6,59.0,63.0,10.7,0.3,0.538,6.2,0.466,1.7,0.415,0.6,0.2,4.7,2.0,0.578,0.0,14.4,0.8,0.0,0.2,1.6,1.9,3.8,60.0,121.7,4.0,1.6,3.2,63.9,57.8,0.8,0.1,0.3,0.24,0.435,128.0,2.6,4.0,0.66,0.6,2.0,0.245,195.0,0.5,0.8,0.732,0.3,0.3,0.488,2.1,3.3,0.643,0.4,1.7,0.18100000000000002,24.3,20.2,0.6,0.4,1.3,0.44,0.529,1796.0,2.2,1.8,3.9,0.452,0.654,458.0
201858,DET,Cartier Martin,23.0,8.6,0.0,0.1,0.3,0.6,0.571,1.0,0.3,0.2,0.3,0.5,1.0,4.0,8.0,1.6,0.0,0.0,0.7,0.188,0.5,0.417,0.2,0.0,1.4,0.5,0.34,0.0,6.7,0.5,0.0,0.1,0.9,1.2,6.8,11.0,14.4,4.3,0.6,3.5,8.4,6.0,0.2,0.0,0.2,0.25,0.458,11.0,0.9,1.5,0.588,0.2,0.7,0.2,20.0,0.0,0.1,0.0,0.0,0.0,,0.9,1.3,0.645,0.2,0.7,0.2,9.5,7.0,0.2,0.4,0.2,0.164,0.222,219.0,0.3,0.2,1.2,0.179,0.266,17.0
201880,TOR,Greg Stiemsma,17.0,3.9,0.0,0.1,0.5,0.8,0.571,0.0,0.1,0.1,0.1,,1.5,2.0,1.0,0.8,0.4,0.6,0.1,1.0,0.0,,0.0,0.3,0.1,0.0,0.75,0.0,4.4,0.2,0.0,0.1,0.3,0.5,5.8,3.0,4.4,4.0,0.3,3.2,2.5,2.0,0.0,0.0,0.0,,,0.0,0.9,1.6,0.556,0.4,0.5,0.467,15.0,0.5,0.8,0.643,0.4,0.2,0.667,0.4,0.8,0.462,0.1,0.3,0.16699999999999998,5.3,2.5,0.1,0.4,0.2,0.156,0.326,90.0,0.1,0.0,0.0,,1.0,2.0
201933,LAC,Blake Griffin,67.0,35.2,0.5,0.9,2.6,5.1,0.507,35.0,2.2,1.9,2.8,0.513,2.6,130.0,146.0,21.9,3.8,0.633,4.3,0.424,2.1,0.361,1.2,2.4,4.9,2.9,0.506,0.0,56.6,5.3,0.5,0.7,9.3,12.6,17.2,354.0,147.5,3.7,2.2,3.0,76.6,70.9,1.0,0.1,0.1,0.4,0.371,144.0,7.6,12.1,0.632,2.9,4.8,0.374,508.0,1.9,3.3,0.589,1.3,0.7,0.659,5.7,8.8,0.649,1.6,4.1,0.27699999999999997,81.9,58.9,2.6,5.5,12.0,0.268,0.372,5490.0,2.1,0.1,0.2,0.429,0.433,286.0
201935,HOU,James Harden,80.0,36.8,0.8,1.9,1.7,3.2,0.514,60.0,10.7,8.0,14.3,0.485,10.4,636.0,853.0,27.4,0.4,0.632,3.2,0.397,7.0,0.373,4.9,0.2,2.7,7.6,0.513,0.0,46.4,6.9,0.6,1.6,13.6,17.1,22.3,555.0,182.7,3.7,2.3,3.0,96.6,86.1,2.8,1.4,3.9,0.356,0.464,560.0,5.7,9.5,0.599,1.5,4.2,0.259,455.0,0.9,1.7,0.547,0.5,0.4,0.547,4.8,7.8,0.611,1.0,3.8,0.20199999999999999,76.9,63.6,6.0,0.6,1.5,0.356,0.431,6155.0,1.1,1.1,2.6,0.405,0.596,255.0
201936,NOP,Tyreke Evans,79.0,34.1,0.5,1.3,1.7,3.0,0.583,37.0,11.9,6.8,12.8,0.44,9.6,539.0,940.0,16.6,1.0,0.638,1.8,0.35,2.0,0.315,6.4,0.7,1.7,2.8,0.477,0.0,52.1,6.6,0.7,0.8,13.1,15.9,22.4,521.0,177.9,4.0,2.3,3.2,100.4,77.5,0.9,0.3,1.2,0.22,0.361,158.0,5.3,8.6,0.611,1.3,4.0,0.23800000000000002,416.0,1.0,2.3,0.451,0.5,0.5,0.512,4.2,6.3,0.669,0.7,3.5,0.171,74.6,64.6,6.4,1.4,2.1,0.223,0.257,5897.0,0.6,0.5,1.5,0.355,0.507,139.0
201937,MIN,Ricky Rubio,22.0,31.5,0.0,1.7,1.2,2.2,0.531,1.0,4.5,1.2,4.5,0.258,1.9,27.0,100.0,10.3,0.2,0.5,2.4,0.319,4.0,0.39,1.4,0.2,3.1,4.8,0.386,0.0,64.6,8.8,1.3,1.5,17.3,19.9,30.4,193.0,48.0,4.2,2.2,3.3,25.5,22.4,1.9,0.2,0.8,0.294,0.414,87.0,5.7,8.4,0.679,1.0,4.6,0.184,125.0,0.9,1.4,0.633,0.4,0.5,0.474,4.8,7.0,0.688,0.6,4.2,0.132,83.7,69.8,7.7,0.4,0.6,0.123,0.147,1842.0,1.0,0.4,1.5,0.242,0.377,52.0
201939,GSW,Stephen Curry,79.0,32.7,0.2,2.0,0.7,1.4,0.46,16.0,5.7,4.4,7.6,0.534,6.5,349.0,454.0,23.8,0.9,0.581,5.6,0.462,8.5,0.44,3.2,0.5,4.2,7.6,0.596,0.0,56.1,7.8,0.7,1.8,13.7,18.2,26.7,613.0,188.4,4.4,2.4,3.5,102.3,86.1,3.3,1.8,4.4,0.423,0.562,674.0,4.3,6.8,0.625,0.9,3.4,0.20199999999999999,336.0,0.7,1.4,0.509,0.2,0.5,0.33899999999999997,3.5,5.4,0.654,0.6,2.9,0.175,80.4,69.9,5.1,1.6,1.2,0.296,0.34,6355.0,1.9,1.7,3.5,0.486,0.664,442.0
201941,LAL,Jordan Hill,70.0,26.8,0.7,0.5,4.2,7.5,0.554,52.0,0.7,0.4,0.7,0.37,0.8,31.0,49.0,12.0,2.7,0.609,3.3,0.388,0.7,0.31,0.4,1.9,4.3,1.0,0.461,0.0,32.3,1.5,0.2,0.3,3.1,3.5,6.2,103.0,123.2,3.9,1.8,3.1,67.2,56.0,0.3,0.0,0.0,0.667,0.324,46.0,7.9,14.2,0.562,3.4,4.6,0.424,556.0,2.5,5.0,0.499,1.8,0.7,0.731,5.5,9.1,0.597,1.5,3.9,0.28300000000000003,47.0,25.1,1.4,3.1,4.3,0.255,0.478,3293.0,1.7,0.0,0.1,0.143,0.39,233.0
201942,TOR,DeMar DeRozan,60.0,35.0,0.2,1.2,1.0,2.0,0.53,11.0,7.9,4.9,9.4,0.447,6.7,292.0,475.0,20.1,0.5,0.778,2.4,0.36,5.7,0.351,3.6,0.3,2.9,8.0,0.426,0.0,33.5,3.5,0.2,0.8,7.9,8.9,12.2,210.0,143.6,4.1,2.4,3.3,80.3,63.3,2.8,0.1,0.4,0.217,0.356,341.0,4.6,7.4,0.628,1.0,3.6,0.22,277.0,0.7,1.4,0.5,0.3,0.4,0.439,3.9,6.0,0.657,0.7,3.2,0.182,57.7,51.2,3.3,0.6,2.8,0.348,0.392,3461.0,1.0,0.3,1.0,0.328,0.419,144.0
