x,y,player,team,cluters
-22.43670732588082,10.721738912584424,Andrew Bogut,GSW,3
-4.657842052091643,3.5752550690136498,Marvin Williams,CHA,0
24.648341896604634,8.423975434610282,Chris Paul,LAC,2
2.421683943524509,-9.870094385104213,Martell Webster,WAS,4
-1.7621276098994973,-4.865103387254859,Charlie Villanueva,DAL,4
-4.912271458303996,3.048355520457888,Channing Frye,ORL,0
25.981894827110875,4.65520190828437,Deron Williams,BKN,2
-0.01936142859539136,-7.166375949987545,Danny Granger,MIA,4
7.201630370030096,-0.4724058948532859,Gerald Green,PHX,1
16.168112682942002,-5.693603939732464,Nate Robinson,DEN,6
16.471268567417596,-4.457410865324515,Nate Robinson,TOTAL,6
25.986893895915102,4.219475673907663,Jarrett Jack,BKN,2
-24.13520108842796,-4.3199777570424365,Jason Maxiell,CHA,5
-24.371946957648788,4.911913661097962,Ian Mahinmi,IND,3
-27.605721385794592,5.000536861996799,David Lee,GSW,3
-16.631638507354413,3.2507695816803097,Brandon Bass,BOS,3
2.307832336599484,3.6858602239092466,CJ Miles,IND,1
-9.043769994679451,-0.7517026137624438,Ersan Ilyasova,MIL,0
25.59617268284796,6.279145536794554,Monta Ellis,DAL,2
12.505320217610722,2.2920759050354933,Lou Williams,TOR,1
-19.981042115338973,4.724296772836406,Amir Johnson,TOR,3
-21.47809942351824,7.869271483648616,Marcin Gortat,WAS,3
16.578624198318394,-2.031125718493807,Ronnie Price,LAL,6
16.557904991899203,0.9602865151890391,Jose Calderon,NYK,6
3.522562565704312,-0.33427348328353385,Alan Anderson,BKN,1
-20.502927381180832,10.676532076748805,Tim Duncan,SAS,3
3.217352088389241,-1.9280061686386087,Vince Carter,MEM,1
-5.983812445277313,3.926027000268121,Dirk Nowitzki,DAL,0
-0.5390056415691487,4.154874380234498,Paul Pierce,WAS,0
-17.553284325646825,-5.350306194744187,Elton Brand,ATL,5
19.116166389638952,-9.138561775821788,Andre Miller,SAC,6
18.161694202360763,-10.145064997616476,Andre Miller,TOTAL,6
17.18879207405709,-10.434139636199518,Andre Miller,WAS,6
-21.56760295993737,-5.761686694159601,Shawn Marion,CLE,5
8.554218117162879,1.3366783172961263,Jason Terry,HOU,1
25.41152236061925,-0.47955366320260984,Manu Ginobili,SAS,2
-9.46089185605424,0.6106852112815511,Andrea Bargnani,NYK,0
-11.377097340654242,5.908683896835248,LaMarcus Aldridge,POR,0
10.953390720417769,2.5142172115293815,Randy Foye,DEN,1
25.373793746444044,10.869876017650478,Rudy Gay,SAC,2
4.557160308127658,3.333607779154812,JJ Redick,LAC,1
-12.367974773344184,-10.047245289763707,Thabo Sefolosha,ATL,5
-5.220043947272028,-2.4823281163279436,Shawne Williams,MIA,4
-4.857811544670624,-3.4904485929841527,Shawne Williams,TOTAL,4
20.280502756217334,9.377410596879844,Rajon Rondo,DAL,2
21.290486684103396,10.366210620533913,Rajon Rondo,TOTAL,2
25.811291372788087,7.830227069077619,Kyle Lowry,TOR,2
11.561120027149984,-5.7812633833523215,Jordan Farmar,LAC,6
-23.42730775095039,-7.083608386939242,Joel Freeland,POR,5
-10.135888537168816,5.233472185398118,PJ Tucker,PHX,0
