x,y,player,team,cluters
-25.336137661601313,59.553154281756036,Andrew Bogut,GSW,2
-2.4796393902161245,-64.96433956262986,Marvin Williams,CHA,5
-9.853025515088612,-14.115745345907579,Channing Frye,TOTAL,1
20.684598889430166,27.44462542479593,Ian Mahinmi,IND,3
-55.74181328687861,3.8455630603237396,David Lee,TOTAL,1
-76.77175421084354,-126.18799874729376,Brandon Bass,LAL,5
-0.883084945264215,-5.375087066530846,Ersan Ilyasova,DET,0
-55.34767898488198,-27.3988430020482,Ersan Ilyasova,TOTAL,1
34.45315884611665,41.77839787986084,Amir Johnson,BOS,3
41.22375616870935,27.741469999775976,Marcin Gortat,WAS,3
42.02912419694107,19.39204221819138,Tim Duncan,SAS,3
19.855766485690165,50.542515180762905,Jahlil Okafor,PHI,3
19.93532264092014,-28.773302723641383,Emmanuel Mudiay,DEN,0
16.17004772110629,-51.60581804989802,D'Angelo Russell,LAL,0
36.59722171689778,13.007901599624674,Karl-Anthony Towns,MIN,3
-20.482393637195848,22.99623460254345,Richaun Holmes,PHI,2
11.22652935002365,-13.752060966085649,Justise Winslow,MIA,0
-0.6380239056465822,35.50577623831437,Willie Cauley-Stein,SAC,2
-23.060812329508014,-30.92650272669823,Frank Kaminsky,CHA,5
-28.081902990308492,46.86766638523579,Myles Turner,IND,2
-67.41286164553176,-16.857516765805084,Trey Lyles,UTA,1
-12.663729992913355,25.545526554840407,Bobby Portis,CHI,2
-21.2516828015254,32.04945928882639,Larry Nance Jr.,LAL,2
52.58246931813149,-9.49925781136562,Dirk Nowitzki,DAL,0
-27.613287476374516,-23.79737496980885,Paul Pierce,LAC,1
21.251780114223447,9.357465690579222,LaMarcus Aldridge,SAS,3
11.193751273264514,-29.439665292925138,Rudy Gay,SAC,0
22.041993365078245,-56.31918832236158,Kyle Lowry,TOR,0
4.019140162987142,-14.46200468960843,PJ Tucker,PHX,0
20.919810041274868,-1.2721842013621583,Paul Millsap,ATL,0
24.483614286248184,-21.459525641359498,Kevin Durant,OKC,0
1.0472118775087258,7.352049207615098,Al Horford,ATL,2
-58.77683659340761,-8.855866736049464,Jeff Green,MEM,1
55.66651805167557,60.184456938775405,Jeff Green,TOTAL,3
-30.267277800302505,7.240201725720034,Spencer Hawes,CHA,1
12.894139924366195,59.405039196846914,Thaddeus Young,BKN,2
-47.73554363670487,21.940725367123004,Jason Smith,ORL,1
-5.390615393089922,-42.515869660754795,Jared Dudley,WAS,5
14.300711400320562,41.66181317241025,Marc Gasol,MEM,3
-56.519726203992825,-19.373668613701067,Anthony Tolliver,DET,1
35.7315272377246,-41.862516128635995,Russell Westbrook,OKC,0
-37.43332219703992,-5.041941570858366,Kevin Love,CLE,1
13.935768335640242,23.336268949420283,Brook Lopez,BKN,3
26.925254357258922,42.6111077264905,Robin Lopez,NYK,3
-7.845136961285114,58.17244684814845,Roy Hibbert,LAL,2
-21.561300398806026,50.397085690516754,Alexis Ajinca,NOP,2
-31.719444043408117,193.1340739546579,Ryan Anderson,NOP,6
46.259259170182844,8.34960937327457,Kosta Koufos,SAC,3
-43.38323646169053,-8.128704772568934,Serge Ibaka,OKC,1
13.008651426503494,-59.01946963057827,Nicolas Batum,CHA,0
-17.942428061007686,3.692180598741874,Darrell Arthur,DEN,1
27.73961485024924,24.44053182141928,DeAndre Jordan,LAC,3
38.96357227429472,-52.667971966833676,James Harden,HOU,0
153.36320096907377,-24.31045327999693,Jordan Hill,IND,4
-25.31562211599803,-50.39499295108774,Omri Casspi,SAC,5
39.64401625401179,35.2222191299872,Taj Gibson,CHI,3
-19.40251484378329,-36.398971709468334,Dante Cunningham,NOP,5
-47.457004064367986,-17.028112474272408,Jonas Jerebko,BOS,1
-10.219270990699876,-50.50565229382669,Danny Green,SAS,5
26.822209383268813,-32.74775289728017,Evan Turner,BOS,0
4.053592896962186,-76.51969628297002,Derrick Favors,UTA,5
61.35068070527765,3.521054104611063,Wesley Johnson,LAC,3
7.562233694631253,-21.241430376219995,DeMarcus Cousins,SAC,0
35.871266802816876,48.75993540974155,Greg Monroe,MIL,3
-15.898103934569457,-46.80118292416945,Al-Farouq Aminu,POR,5
7.8613217032733855,-50.79167735848587,Paul George,IND,0
-8.145824018551245,39.10392871290673,Cole Aldrich,LAC,2
-12.782955309278625,50.9418224297403,Ed Davis,POR,2
-11.505251422273135,-31.51196069761909,Patrick Patterson,TOR,5
45.01353958867825,54.98676057602581,Trevor Booker,UTA,3
34.25272828727208,30.23113853835265,Hassan Whiteside,MIA,3
-40.37808398375883,19.243932993317546,Nemanja Bjelica,MIN,1
-7.223501956434005,3.2602999982151615,Timofey Mozgov,CLE,1
13.067977450539345,-44.20943415895859,Jeremy Lin,CHA,0
39.97202341435937,-34.967984696011015,Ish Smith,TOTAL,0
22.864766647478326,63.40281987054185,Enes Kanter,OKC,3
21.95102160728402,37.826133731216764,Tristan Thompson,CLE,3
-79.5248160215116,96.01030647919674,Jonas Valanciunas,TOR,2
30.87356839622552,36.31818768819532,Bismack Biyombo,TOR,3
